"","times","temp","rh","rain","ws","wd","wd_sd","lon","lat","station","YYYY","MM","DD","hh","mm","Datum","Stunde","Minute","T-005","T020","GS200","Akku","Blatt","T005","ss"
"1336",2022-02-25 15:00:00,5.545,85.435,0,0,TRUE,20,9.916,51.41866,1,2022,2,25,15,0,2022-02-25,15,0,5.16833333333333,NA,192.541666666667,NA,24.1433333333333,6.56833333333333,0
"1337",2022-02-25 16:00:00,4.63333333333333,90.8833333333333,0.6,0,TRUE,20,9.916,51.41866,1,2022,2,25,16,0,2022-02-25,16,0,4.99,NA,61.6516666666667,NA,24.1566666666667,4.75666666666667,0
"1338",2022-02-25 17:00:00,2.66666666666667,99.1483333333333,2.4,0,TRUE,20,9.916,51.41866,1,2022,2,25,17,0,2022-02-25,17,0,3.97833333333333,NA,23.515,NA,24.1516666666667,3.16666666666667,0
"1339",2022-02-25 18:00:00,2.84666666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,25,18,0,2022-02-25,18,0,3.78833333333333,NA,3.075,NA,24.1366666666667,2.33,0
"1340",2022-02-25 19:00:00,3.05666666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,25,19,0,2022-02-25,19,0,3.50833333333333,NA,0,NA,24.155,2.33166666666667,0
"1341",2022-02-25 20:00:00,2.73833333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,25,20,0,2022-02-25,20,0,3.255,NA,0,NA,24.1566666666667,1.915,0
"1342",2022-02-25 21:00:00,2.43,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,25,21,0,2022-02-25,21,0,2.89666666666667,NA,0.005,NA,24.145,1.50166666666667,0
"1343",2022-02-25 22:00:00,2.69,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,25,22,0,2022-02-25,22,0,2.91,NA,0.0266666666666667,NA,24.125,2.015,0
"1344",2022-02-25 23:00:00,2.58,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,25,23,0,2022-02-25,23,0,2.76166666666667,NA,0,NA,24.16,1.71,0
"1345",2022-02-26,2.71166666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,0,0,2022-02-26,0,0,2.60166666666667,NA,0,NA,24.155,1.78666666666667,0
"1346",2022-02-26 01:00:00,2.33833333333333,99.865,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,1,0,2022-02-26,1,0,2.475,NA,0,NA,24.1433333333333,1.225,0
"1347",2022-02-26 02:00:00,2.27833333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,2,0,2022-02-26,2,0,2.41666666666667,NA,0,NA,24.155,1.21666666666667,0
"1348",2022-02-26 03:00:00,2.43833333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,3,0,2022-02-26,3,0,2.33333333333333,NA,0.00166666666666667,NA,24.1583333333333,1.58833333333333,0
"1349",2022-02-26 04:00:00,2.21333333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,4,0,2022-02-26,4,0,2.3,NA,0.00666666666666667,NA,24.1533333333333,1.31333333333333,0
"1350",2022-02-26 05:00:00,2.40666666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,5,0,2022-02-26,5,0,2.425,NA,0,NA,24.15,1.80166666666667,0
"1351",2022-02-26 06:00:00,1.86333333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,6,0,2022-02-26,6,0,2.48666666666667,NA,0,NA,24.1416666666667,0.875,0
"1352",2022-02-26 07:00:00,1.55333333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,7,0,2022-02-26,7,0,2.46666666666667,NA,1.24333333333333,NA,24.1616666666667,0.371666666666667,0
"1353",2022-02-26 08:00:00,2.10166666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,8,0,2022-02-26,8,0,2.535,NA,27.0166666666667,NA,24.1616666666667,1.82,0
"1354",2022-02-26 09:00:00,2.795,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,9,0,2022-02-26,9,0,2.96,NA,56.7783333333333,NA,24.145,2.94166666666667,0
"1355",2022-02-26 10:00:00,3.81333333333333,94.3416666666667,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,10,0,2022-02-26,10,0,3.575,NA,130.841666666667,NA,24.14,4.35333333333333,0
"1356",2022-02-26 11:00:00,5.21666666666667,79.2783333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,11,0,2022-02-26,11,0,4.61166666666667,NA,276.55,NA,24.13,5.95666666666667,0
"1357",2022-02-26 12:00:00,6.88833333333333,68.1033333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,12,0,2022-02-26,12,0,6.03333333333333,NA,472.143333333333,NA,24.1283333333333,8.62666666666667,0
"1358",2022-02-26 13:00:00,6.99333333333333,62.5633333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,13,0,2022-02-26,13,0,6.37333333333333,NA,230.453333333333,NA,24.145,7.81166666666667,0
"1359",2022-02-26 14:00:00,7.79166666666667,53.48,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,14,0,2022-02-26,14,0,6.525,NA,276.266666666667,NA,24.1483333333333,9.11833333333333,0
"1360",2022-02-26 15:00:00,8.67,46.0483333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,15,0,2022-02-26,15,0,7.63666666666667,NA,302.845,NA,24.16,11.26,0
"1361",2022-02-26 16:00:00,8.68,43.5916666666667,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,16,0,2022-02-26,16,0,7.53,NA,185.995,NA,24.13,11.29,0
"1362",2022-02-26 17:00:00,8.115,43.0483333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,17,0,2022-02-26,17,0,7.12166666666667,NA,62.485,NA,24.1466666666667,11.605,0
"1363",2022-02-26 18:00:00,5.68333333333333,53.5683333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,18,0,2022-02-26,18,0,6.00333333333333,NA,1.95333333333333,NA,24.155,4.15833333333333,0
"1364",2022-02-26 19:00:00,3.525,75.2983333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,19,0,2022-02-26,19,0,4.97666666666667,NA,0,NA,24.1316666666667,0.0883333333333333,0
"1365",2022-02-26 20:00:00,1.78,94.875,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,20,0,2022-02-26,20,0,4.25166666666667,NA,0,NA,24.1383333333333,-1.45166666666667,0
"1366",2022-02-26 21:00:00,0.505,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,21,0,2022-02-26,21,0,3.69333333333333,NA,0,NA,24.1366666666667,-2.35833333333333,0
"1367",2022-02-26 22:00:00,-0.638333333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,22,0,2022-02-26,22,0,3.23166666666667,NA,0,NA,24.1466666666667,-3.095,0
"1368",2022-02-26 23:00:00,-1.12666666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,26,23,0,2022-02-26,23,0,2.84333333333333,NA,0,NA,24.1533333333333,-3.31833333333333,0
"1369",2022-02-27,-1.63833333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,0,0,2022-02-27,0,0,2.50833333333333,NA,0,NA,24.165,-3.665,0
"1370",2022-02-27 01:00:00,-2.20166666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,1,0,2022-02-27,1,0,2.22333333333333,NA,0,NA,24.1416666666667,-4.06166666666667,0
"1371",2022-02-27 02:00:00,-2.535,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,2,0,2022-02-27,2,0,1.96666666666667,NA,0,NA,24.165,-4.58,0
"1372",2022-02-27 03:00:00,-2.96,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,3,0,2022-02-27,3,0,1.72333333333333,NA,0,NA,24.1633333333333,-4.935,0
"1373",2022-02-27 04:00:00,-3.52,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,4,0,2022-02-27,4,0,1.49666666666667,NA,0,NA,24.1516666666667,-5.31,0
"1374",2022-02-27 05:00:00,-3.50833333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,5,0,2022-02-27,5,0,1.30666666666667,NA,0.218333333333333,NA,24.1666666666667,-4.85833333333333,0
"1375",2022-02-27 06:00:00,-3.79333333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,6,0,2022-02-27,6,0,1.14833333333333,NA,0,NA,24.1733333333333,-5.35333333333333,0
"1376",2022-02-27 07:00:00,-4.06333333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,7,0,2022-02-27,7,0,0.995,NA,1.62166666666667,NA,24.1566666666667,-5.27333333333333,0
"1377",2022-02-27 08:00:00,-2.44666666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,8,0,2022-02-27,8,0,0.973333333333333,NA,50.2566666666667,NA,24.1583333333333,-3.07333333333333,0
"1378",2022-02-27 09:00:00,-0.668333333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,9,0,2022-02-27,9,0,1.17166666666667,NA,82.0033333333333,NA,24.1483333333333,-0.445,0
"1379",2022-02-27 10:00:00,1.80333333333333,97.5933333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,10,0,2022-02-27,10,0,1.89333333333333,NA,293.286666666667,NA,24.1466666666667,2.19833333333333,0
"1380",2022-02-27 11:00:00,4.77333333333333,78.395,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,11,0,2022-02-27,11,0,3.95,NA,430.915,NA,24.1483333333333,5.93,0
"1381",2022-02-27 12:00:00,6.94333333333333,49.7233333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,12,0,2022-02-27,12,0,5.47166666666667,NA,486.106666666667,NA,24.1533333333333,9.525,0
"1382",2022-02-27 13:00:00,6.92833333333333,40.9833333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,13,0,2022-02-27,13,0,5.24833333333333,NA,228.211666666667,NA,24.1616666666667,7.42833333333333,0
"1383",2022-02-27 14:00:00,7.54,37.4533333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,14,0,2022-02-27,14,0,5.535,NA,282.923333333333,NA,24.1433333333333,8.98333333333333,0
"1384",2022-02-27 15:00:00,8.01166666666666,32.435,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,15,0,2022-02-27,15,0,6.36333333333333,NA,308.45,NA,24.1483333333333,10.815,0
"1385",2022-02-27 16:00:00,8.39,30.37,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,16,0,2022-02-27,16,0,6.34,NA,188.566666666667,NA,24.1333333333333,11.375,0
"1386",2022-02-27 17:00:00,7.44166666666667,31.06,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,17,0,2022-02-27,17,0,6.06333333333333,NA,65.6816666666667,NA,24.1366666666667,11.2466666666667,0
"1387",2022-02-27 18:00:00,5.31,41.2433333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,18,0,2022-02-27,18,0,5.15333333333333,NA,3.125,NA,24.1516666666667,4.75,0
"1388",2022-02-27 19:00:00,3.69333333333333,56.05,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,19,0,2022-02-27,19,0,4.28166666666667,NA,0,NA,24.1533333333333,1.57333333333333,0
"1389",2022-02-27 20:00:00,2.425,68.8716666666667,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,20,0,2022-02-27,20,0,3.62166666666667,NA,0,NA,24.1533333333333,-0.471666666666667,0
"1390",2022-02-27 21:00:00,0.758333333333333,87.9616666666667,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,21,0,2022-02-27,21,0,3.11,NA,0,NA,24.1583333333333,-2.34,0
"1391",2022-02-27 22:00:00,-0.0366666666666667,95.34,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,22,0,2022-02-27,22,0,2.655,NA,0,NA,24.1616666666667,-2.90166666666667,0
"1392",2022-02-27 23:00:00,-0.848333333333333,99.8966666666667,0,0,TRUE,20,9.916,51.41866,1,2022,2,27,23,0,2022-02-27,23,0,2.27166666666667,NA,0,NA,24.1416666666667,-3.85,0
"1393",2022-02-28,-1.125,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,0,0,2022-02-28,0,0,1.95833333333333,NA,0,NA,24.1483333333333,-4.07333333333333,0
"1394",2022-02-28 01:00:00,-1.83333333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,1,0,2022-02-28,1,0,1.67,NA,0,NA,24.1516666666667,-4.26666666666667,0
"1395",2022-02-28 02:00:00,-2.265,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,2,0,2022-02-28,2,0,1.44166666666667,NA,0,NA,24.15,-4.725,0
"1396",2022-02-28 03:00:00,-2.72833333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,3,0,2022-02-28,3,0,1.23666666666667,NA,0,NA,24.1433333333333,-5.06333333333333,0
"1397",2022-02-28 04:00:00,-3.425,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,4,0,2022-02-28,4,0,1.05166666666667,NA,0,NA,24.155,-5.45833333333333,0
"1398",2022-02-28 05:00:00,-3.84333333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,5,0,2022-02-28,5,0,0.89,NA,0,NA,24.16,-5.93,0
"1399",2022-02-28 06:00:00,-4.03166666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,6,0,2022-02-28,6,0,0.75,NA,0.126666666666667,NA,24.14,-6.05,0
"1400",2022-02-28 07:00:00,-4.10333333333333,99.9,0.1,0,TRUE,20,9.916,51.41866,1,2022,2,28,7,0,2022-02-28,7,0,0.645,NA,1.39166666666667,NA,24.16,-6.15,0
"1401",2022-02-28 08:00:00,-2.37333333333333,99.9,0.3,0,TRUE,20,9.916,51.41866,1,2022,2,28,8,0,2022-02-28,8,0,0.598333333333333,NA,92.0333333333333,NA,24.1383333333333,-4.53333333333333,0
"1402",2022-02-28 09:00:00,0.39,92.4066666666667,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,9,0,2022-02-28,9,0,0.706666666666667,NA,245.906666666667,NA,24.155,-0.791666666666667,0
"1403",2022-02-28 10:00:00,3.52,67.36,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,10,0,2022-02-28,10,0,1.22333333333333,NA,309.183333333333,NA,24.15,2.035,0
"1404",2022-02-28 11:00:00,5.65166666666667,49.435,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,11,0,2022-02-28,11,0,3.15,NA,457.641666666667,NA,24.1433333333333,6.56166666666667,0
"1405",2022-02-28 12:00:00,7.38833333333333,39.0316666666667,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,12,0,2022-02-28,12,0,5.04833333333333,NA,488.98,NA,24.14,10.1366666666667,0
"1406",2022-02-28 13:00:00,7.87666666666667,35.2916666666667,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,13,0,2022-02-28,13,0,5.18833333333333,NA,260.056666666667,NA,24.1333333333333,8.77,0
"1407",2022-02-28 14:00:00,8.22166666666667,32.965,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,14,0,2022-02-28,14,0,5.33333333333333,NA,288.636666666667,NA,24.1616666666667,9.63,0
"1408",2022-02-28 15:00:00,8.86166666666667,29.99,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,15,0,2022-02-28,15,0,6.37833333333333,NA,303.258333333333,NA,24.14,11.9683333333333,0
"1409",2022-02-28 16:00:00,8.575,29.265,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,16,0,2022-02-28,16,0,6.285,NA,188.505,NA,24.1466666666667,11.85,0
"1410",2022-02-28 17:00:00,7.435,40.29,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,17,0,2022-02-28,17,0,6.19166666666667,NA,65.535,NA,24.1466666666667,11.3083333333333,0
"1411",2022-02-28 18:00:00,4.18166666666667,55.6933333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,18,0,2022-02-28,18,0,5.155,NA,3.445,NA,24.1466666666667,3.82666666666667,0
"1412",2022-02-28 19:00:00,1.93,77.2283333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,19,0,2022-02-28,19,0,4.12166666666667,NA,0,NA,24.145,-0.7,0
"1413",2022-02-28 20:00:00,1.21166666666667,82.53,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,20,0,2022-02-28,20,0,3.37166666666667,NA,0.00333333333333333,NA,24.135,-0.945,0
"1414",2022-02-28 21:00:00,1.23833333333333,75.6833333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,21,0,2022-02-28,21,0,2.90333333333333,NA,0,NA,24.15,-0.0283333333333333,0
"1415",2022-02-28 22:00:00,0.428333333333333,82.91,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,22,0,2022-02-28,22,0,2.56166666666667,NA,0,NA,24.1416666666667,-1.16666666666667,0
"1416",2022-02-28 23:00:00,0.571666666666667,82.7283333333333,0,0,TRUE,20,9.916,51.41866,1,2022,2,28,23,0,2022-02-28,23,0,2.24666666666667,NA,0,NA,24.145,-1.02166666666667,0
"1417",2022-03-01,-0.04,78.2633333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,0,0,2022-03-01,0,0,1.96833333333333,NA,0,NA,24.1366666666667,-2.13333333333333,0
"1418",2022-03-01 01:00:00,-0.221666666666667,73.3,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,1,0,2022-03-01,1,0,1.69666666666667,NA,0,NA,24.16,-2.195,0
"1419",2022-03-01 02:00:00,-2.02666666666667,89.4133333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,2,0,2022-03-01,2,0,1.435,NA,0,NA,24.1533333333333,-4.475,0
"1420",2022-03-01 03:00:00,-2.86166666666667,98.305,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,3,0,2022-03-01,3,0,1.14666666666667,NA,0,NA,24.1416666666667,-5.25,0
"1421",2022-03-01 04:00:00,-3.09,99.9,0.1,0,TRUE,20,9.916,51.41866,1,2022,3,1,4,0,2022-03-01,4,0,0.883333333333333,NA,0,NA,24.145,-5.55,0
"1422",2022-03-01 05:00:00,-3.86166666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,5,0,2022-03-01,5,0,0.675,NA,0,NA,24.155,-6.075,0
"1423",2022-03-01 06:00:00,-4.32666666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,6,0,2022-03-01,6,0,0.503333333333333,NA,0,NA,24.1583333333333,-6.585,0
"1424",2022-03-01 07:00:00,-4.42,99.9,0.2,0,TRUE,20,9.916,51.41866,1,2022,3,1,7,0,2022-03-01,7,0,0.385,NA,1.885,NA,24.1466666666667,-6.53666666666667,0
"1425",2022-03-01 08:00:00,-2.67,93.9316666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,8,0,2022-03-01,8,0,0.31,NA,131.47,NA,24.1533333333333,-4.25333333333333,0
"1426",2022-03-01 09:00:00,0.85,58.9583333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,9,0,2022-03-01,9,0,0.483333333333333,NA,263.193333333333,NA,24.1633333333333,-0.423333333333333,0
"1427",2022-03-01 10:00:00,2.84666666666667,40.7283333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,10,0,2022-03-01,10,0,0.856666666666667,NA,332.17,NA,24.16,2.19833333333333,0
"1428",2022-03-01 11:00:00,4.40333333333333,32.1266666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,11,0,2022-03-01,11,0,2.385,NA,488.211666666667,NA,24.165,5.985,0
"1429",2022-03-01 12:00:00,5.17333333333333,29.89,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,12,0,2022-03-01,12,0,3.74,NA,405.6,NA,24.135,7.31166666666667,0
"1430",2022-03-01 13:00:00,6.30333333333333,28.675,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,13,0,2022-03-01,13,0,4.05333333333333,NA,287.346666666667,NA,24.1416666666667,7.42333333333333,0
"1431",2022-03-01 14:00:00,6.865,26.6033333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,14,0,2022-03-01,14,0,4.53166666666667,NA,280.431666666667,NA,24.14,8.54666666666667,0
"1432",2022-03-01 15:00:00,7.08666666666667,24.2166666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,15,0,2022-03-01,15,0,5.13166666666667,NA,212.268333333333,NA,24.1466666666667,8.95333333333333,0
"1433",2022-03-01 16:00:00,6.95833333333333,23.2533333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,16,0,2022-03-01,16,0,4.90333333333333,NA,100.431666666667,NA,24.155,7.69666666666667,0
"1434",2022-03-01 17:00:00,6.415,23.0816666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,17,0,2022-03-01,17,0,4.495,NA,41.6533333333333,NA,24.1416666666667,5.63,0
"1435",2022-03-01 18:00:00,4.66,25.565,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,18,0,2022-03-01,18,0,3.88,NA,2.9,NA,24.1383333333333,1.28666666666667,0
"1436",2022-03-01 19:00:00,2.95166666666667,39.2666666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,19,0,2022-03-01,19,0,3.21166666666667,NA,0,NA,24.1533333333333,-0.228333333333333,0
"1437",2022-03-01 20:00:00,2.28333333333333,46.3166666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,20,0,2022-03-01,20,0,2.78833333333333,NA,0.005,NA,24.1533333333333,-0.045,0
"1438",2022-03-01 21:00:00,1.405,53.42,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,21,0,2022-03-01,21,0,2.46,NA,0,NA,24.1633333333333,-1.365,0
"1439",2022-03-01 22:00:00,0.813333333333333,62.6683333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,22,0,2022-03-01,22,0,2.185,NA,0,NA,24.15,-1.34333333333333,0
"1440",2022-03-01 23:00:00,-0.0433333333333333,78.43,0,0,TRUE,20,9.916,51.41866,1,2022,3,1,23,0,2022-03-01,23,0,1.98166666666667,NA,0,NA,24.1333333333333,-2.02333333333333,0
"1441",2022-03-02,-0.935,83.8683333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,0,0,2022-03-02,0,0,1.78,NA,0,NA,24.1516666666667,-3.10166666666667,0
"1442",2022-03-02 01:00:00,-1.50666666666667,95.1866666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,1,0,2022-03-02,1,0,1.525,NA,0,NA,24.1633333333333,-3.92,0
"1443",2022-03-02 02:00:00,-1.86833333333333,97.1183333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,2,0,2022-03-02,2,0,1.32,NA,0,NA,24.16,-4.15166666666667,0
"1444",2022-03-02 03:00:00,-2.43166666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,3,0,2022-03-02,3,0,1.10333333333333,NA,0,NA,24.1466666666667,-4.78333333333333,0
"1445",2022-03-02 04:00:00,-2.29833333333333,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,4,0,2022-03-02,4,0,0.973333333333333,NA,0,NA,24.1416666666667,-3.56,0
"1446",2022-03-02 05:00:00,-1.87666666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,5,0,2022-03-02,5,0,0.951666666666667,NA,0.005,NA,24.1616666666667,-2.60166666666667,0
"1447",2022-03-02 06:00:00,-1.68666666666667,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,6,0,2022-03-02,6,0,0.966666666666667,NA,0,NA,24.1616666666667,-2.54666666666667,0
"1448",2022-03-02 07:00:00,-1.54166666666667,99.9,0.1,0,TRUE,20,9.916,51.41866,1,2022,3,2,7,0,2022-03-02,7,0,0.946666666666667,NA,1.74833333333333,NA,24.16,-2.58,0
"1449",2022-03-02 08:00:00,-0.823333333333333,97.64,0.1,0,TRUE,20,9.916,51.41866,1,2022,3,2,8,0,2022-03-02,8,0,0.963333333333333,NA,28.7716666666667,NA,24.145,-1.305,0
"1450",2022-03-02 09:00:00,0.673333333333333,81.9466666666667,0.3,0,TRUE,20,9.916,51.41866,1,2022,3,2,9,0,2022-03-02,9,0,1.085,NA,168.16,NA,24.1283333333333,-0.00166666666666667,0
"1451",2022-03-02 10:00:00,3.39666666666667,57.455,0.3,0,TRUE,20,9.916,51.41866,1,2022,3,2,10,0,2022-03-02,10,0,2.07833333333333,NA,344.256666666667,NA,24.1633333333333,3.01833333333333,0
"1452",2022-03-02 11:00:00,5.915,41.3683333333333,1.4,0,TRUE,20,9.916,51.41866,1,2022,3,2,11,0,2022-03-02,11,0,4.03,NA,366.236666666667,NA,24.1383333333333,6.52166666666667,0
"1453",2022-03-02 12:00:00,7.62833333333333,33.1483333333333,0.2,0,TRUE,20,9.916,51.41866,1,2022,3,2,12,0,2022-03-02,12,0,5.405,NA,357.255,NA,24.1333333333333,9.42166666666667,0
"1454",2022-03-02 13:00:00,7.965,35.3083333333333,0.3,0,TRUE,20,9.916,51.41866,1,2022,3,2,13,0,2022-03-02,13,0,6.16,NA,285.801666666667,NA,24.14,9.38166666666667,0
"1455",2022-03-02 14:00:00,8.39,31.625,0.3,0,TRUE,20,9.916,51.41866,1,2022,3,2,14,0,2022-03-02,14,0,6.38666666666667,NA,252.956666666667,NA,24.1416666666667,9.57666666666667,0
"1456",2022-03-02 15:00:00,9.06333333333333,27.4166666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,15,0,2022-03-02,15,0,6.875,NA,249.561666666667,NA,24.1416666666667,11.625,0
"1457",2022-03-02 16:00:00,9.43166666666667,27.11,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,16,0,2022-03-02,16,0,6.99166666666667,NA,188.746666666667,NA,24.13,12.52,0
"1458",2022-03-02 17:00:00,8.575,26.8633333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,17,0,2022-03-02,17,0,6.50333333333333,NA,68.5016666666667,NA,24.1533333333333,12.145,0
"1459",2022-03-02 18:00:00,5.85666666666667,31.765,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,18,0,2022-03-02,18,0,5.35333333333333,NA,3.21666666666667,NA,24.1366666666667,4.33166666666667,0
"1460",2022-03-02 19:00:00,2.77166666666667,44.385,0.1,0,TRUE,20,9.916,51.41866,1,2022,3,2,19,0,2022-03-02,19,0,4.25166666666667,NA,0,NA,24.1483333333333,-1.36166666666667,0
"1461",2022-03-02 20:00:00,0.771666666666667,60.5516666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,20,0,2022-03-02,20,0,3.415,NA,0,NA,24.1466666666667,-2.81,0
"1462",2022-03-02 21:00:00,-0.42,79.845,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,21,0,2022-03-02,21,0,2.81,NA,0,NA,24.1616666666667,-3.54333333333333,0
"1463",2022-03-02 22:00:00,-1.35166666666667,89.2866666666667,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,22,0,2022-03-02,22,0,2.30333333333333,NA,0,NA,24.1316666666667,-4.36166666666667,0
"1464",2022-03-02 23:00:00,-2.22,94.1583333333333,0,0,TRUE,20,9.916,51.41866,1,2022,3,2,23,0,2022-03-02,23,0,1.89,NA,0,NA,24.1516666666667,-4.915,0
"1465",2022-03-03,-2.67,99.9,0,0,TRUE,20,9.916,51.41866,1,2022,3,3,0,0,2022-03-03,0,0,1.53666666666667,NA,0,NA,24.1616666666667,-5.655,0
